id,coi_check,coi_check_oi,paper_set
journal.pgph.0004220,"We categorized sociocultural barriers as knowledge gap (awareness, health education), stigma and disclosure (worry, fear of being labeled), and cultural beliefs (retrogressive gender roles and power dynamics). However, some participants noted that after many safe spaces started conducting adherence and disclosure education, most girls embraced PrEP and openly communicated their choices to enroll in PrEP to their partners, friends, and family members. We categorized sociocultural barriers as knowledge gap (awareness, health education), stigma and disclosure (worry, fear of being labeled), and cultural beliefs (retrogressive gender roles and power dynamics). However, some participants noted that after many safe spaces started conducting adherence and disclosure education, most girls embraced PrEP and openly communicated their choices to enroll in PrEP to their partners, friends, and family members. Overcoming stigma and disclosure among young women. However, some participants noted that after many safe spaces started conducting adherence and disclosure education, most girls embraced PrEP and openly communicated their choices to enroll in PrEP to their partners, friends, and family members. Closely linked to stigma in HIV treatment and prevention is non-disclosure, which has been argued to result from fear of being stigmatized and labeled. Like stigma, lack of disclosure in PrEP is perceived to stem from the fear of being labeled HIV-positive and sexually immoral and requires strong social support to overcome [47,48]. Our study expands on this literature and identifies community safe spaces as potential avenues for reducing stigma related to PrEP and encouraging disclosure through enhanced social support.",NA,../_papers/plos_global_public_health.rds
journal.pgph.0003265,NA,Varied and conflicting stakeholders’ interests in the policy,../_papers/plos_global_public_health.rds
journal.pgph.0002339,NA,"Potential solutions: promote diversity in selection panels; leadership development training programmes to grow competitive future leaders; and programmes to engage with disadvantaged youth, including females, to encourage interest in science.

Potential solutions: promote diversity in selection panels; leadership development training programmes to grow competitive future leaders; and programmes to engage with disadvantaged youth, including females, to encourage interest in science.",../_papers/plos_global_public_health.rds
journal.pgph.0004015,NA,"Our research supports the need to broadly evaluate influences and competing physical, psychological, social, and economic interests to inform patient-centered strategies to support the reproductive autonomy and care needs of this unique population.",../_papers/plos_global_public_health.rds
journal.pgph.0004769,NA,"Skilled delivery was defined using the World Health Organization definition: “Skilled delivery is defined as a birth attended by a ‘skilled health personnel’, as referenced by SDG indicator 3.1.2---competent maternal and newborn health (MNH) professionals educated, trained and regulated to national and international standards. They are competent to: (i) provide and promote evidence-based, human-rights based, quality, socio-culturally sensitive, and dignified care to women and newborns; (ii) facilitate physiological processes during labour and delivery to ensure a clean and positive childbirth experience; and (iii) identify and manage or refer women and/or newborns with complications.",../_papers/plos_global_public_health.rds
journal.pmed.0050192,"As Veatch notes: “In the past, research subjects have all too often been treated as passive “material” suitable for providing additional data points…[while] partners normally come together not because they share exactly the same interests or abilities, but because there is some mutuality of interests, some common point of intersection where each can help the other” [21].",NA,../_papers/plos_medicine.rds
journal.pmed.1003690,NA,"We used information on different types of conflict in UCDP to construct our explanatory variables of interest.

We used information on different types of conflict in UCDP to construct our explanatory variables of interest.",../_papers/plos_medicine.rds
journal.pmed.1001361,NA,"We adjusted the C-statistic for competing risk by setting the censoring time to “infinity” (i.e., the maximum follow-up time of 10 y+1) for those who died of causes other than the event of interest [9].

We adjusted the C-statistic for competing risk by setting the censoring time to “infinity” (i.e., the maximum follow-up time of 10 y+1) for those who died of causes other than the event of interest [9].",../_papers/plos_medicine.rds
journal.pmed.1002741,NA,"When individuals are followed for long time periods (e.g., from mid-life to occurrence of disease or death), preclusion of disease-specific outcomes of interest by death from other causes or by competing events may lead to overestimation of absolute risks in standard Kaplan–Meier analyses.

When individuals are followed for long time periods (e.g., from mid-life to occurrence of disease or death), preclusion of disease-specific outcomes of interest by death from other causes or by competing events may lead to overestimation of absolute risks in standard Kaplan–Meier analyses.",../_papers/plos_medicine.rds
journal.pmed.1002901,NA,"In this context, WHO Declaration of Helsinki clearly states that ‘The interests of science and society should never take precedence over considerations related to the wellbeing of the subject’ [24].",../_papers/plos_medicine.rds
journal.pmen.0000029,"Some patients made unprompted, direct disclosures of suicidality to providers (“It wasn’t like I had to pull it from him”). On occasion, it would be a family member who would raise a concern about the patient, or providers noticed something was off with a patient and created space for disclosure. Once risk was detected, clinicians tended to meet disclosures with understanding, though some of the less experienced staff sometimes “freaked out” or became “dysregulated”: Clinicians dealing with disclosures by telephone reportedly found them particularly “anxiety-provoking” and “very challenging”. Some patients made unprompted, direct disclosures of suicidality to providers (“It wasn’t like I had to pull it from him”). On occasion, it would be a family member who would raise a concern about the patient, or providers noticed something was off with a patient and created space for disclosure. Once risk was detected, clinicians tended to meet disclosures with understanding, though some of the less experienced staff sometimes “freaked out” or became “dysregulated”: Clinicians dealing with disclosures by telephone reportedly found them particularly “anxiety-provoking” and “very challenging”.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000035,"Disclosure of HIV status is usually associated with unwarranted discrimination, shame, hostility, marital issues, and other social stigma in Ghanaian communities [38, 39]. Therefore, most PLWH in Ghana are afraid of disclosing of their HIV-positive status to their partners due to these negative perceptions and experiences [38, 39], thereby averting the negative repercussions of disclosure. From a practice standpoint, this finding may suggest that, while clinicians often advocate for status disclosures, they may need to consider the social implications of disclosure and plan for subsequent psychological outcomes associated with the disclosure of HIV status to the partner. However, this finding contrast the result of a study in Ethiopia which found that non-disclosure was associated with increased odds of depression [35]. It was revealed in our study that disclosure status, gender, level of education, age, social support, and stigma were significant independent predictors of depressive symptoms among PLWH in Ghana.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000037,"In [22], hypotheses were presented on the impacts of relationship characteristics (relationship orientation, self-disclosure, and networking ability) and online social network (OSN) features (active and passive features) on social loneliness. It is also said that people have different ideas about how much reciprocity is needed. This creates two types of relationship orientations: communal and exchange. A communal orientation means that the person usually does not need immediate reciprocation for a benefit they provide but still looks out for other people’s welfare. An exchange orientation, on the other hand, means that the person maintains relationships based on reciprocation and instrumental reasons. This led to the formulation of several hypotheses under the three relationship characteristics previously named above, with the most relevant hypotheses for us in this context being the two hypotheses that fall under the moderating factor of loneliness (self-disclosure). They are: (a.) Self-disclosure moderates the relationship between communal relationship orientation and perceived social loneliness, such that the relationship becomes stronger when there are higher levels of self-disclosure. (b.) Self-disclosure moderates the relationship between exchange relationship orientation and perceived social loneliness, such that the relationship becomes stronger when there are higher levels of self-disclosure.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000060,"Disclosure to family members and friends is indeed necessary to ensure social and/or material support [38], especially when the availability of care and social support from family members and close friends tend to be the major determinants of the QoL of those living with HIV in resource-limited settings [13]. There is a paucity of information regarding disclosure and QoL among PLWHA in the Obuasi East District of the Ashanti Region. It is therefore of prime importance to know what the effect of HIV status disclosure has been on PLWHA. Therefore, we examined the influence of HIV/AIDS status disclosure on quality of life among PLWHA in the Obuasi East District of the Ashanti Region of Ghana. The independent variables included the sociodemographic characteristics of the respondents, such as age, sex, religion, ethnicity, level of education, occupation, duration of infection awareness, and HIV serostatus disclosure. HIV serostatus disclosure in this study referred to disclosure of one’s HIV/AIDS status to a third party (e.g family, friends, etc.) from a healthcare service provider. The questionnaire was sectioned into three parts: sociodemographic information, status disclosure, and quality of life. All the independent variables except status disclosure were tested for their strength of association and prediction in the initial step. A second multiple linear regression was conducted with all the independent variables inclusive of status disclosure to determine the effects of status disclosure on QoL and its predictors. The independent variables included the sociodemographic characteristics of the respondents, such as age, sex, religion, ethnicity, level of education, occupation, duration of infection awareness, and HIV serostatus disclosure. HIV serostatus disclosure in this study referred to disclosure of one’s HIV/AIDS status to a third party (e.g family, friends, etc.) from a healthcare service provider. The questionnaire was sectioned into three parts: sociodemographic information, status disclosure, and quality of life. All the independent variables except status disclosure were tested for their strength of association and prediction in the initial step. A second multiple linear regression was conducted with all the independent variables inclusive of status disclosure to determine the effects of status disclosure on QoL and its predictors. Regarding status disclosure, 41.9% of the respondents disclosed their status to another person. Table 5 presents the effects of status disclosure and other independent factors on the QoL of PLWHA. Status disclosure and social support availability among PLWHA Regarding status disclosure, 41.9% of the respondents disclosed their status to another person. Table 5 presents the effects of status disclosure and other independent factors on the QoL of PLWHA. We examined HIV/AIDS status disclosure and social support availability and their influence on quality of life among PLWHA in the Obuasi East District of the Ashanti Region, Ghana. We did not find a significant link between HIV/AIDS status disclosure and quality of life in any of the domains. Our status disclosure of 41.9% is consistent with the argument by Ssali et al. that HIV/AIDS status disclosure ranges from 24–91% [17] and is lower than the 49% reported by the WHO in the developing world [42]. Our finding that disclosure of HIV/AIDS status was not a statistically significant predictor of quality of life is supported by a study by Agbeko et al. [50], who found that disclosure status of HIV/AIDS among PLWHA in the Ho municipality of Ghana was not statistically significant, although disclosure improved the overall QoL of PLWHA. Similarly, the findings of Chandra and colleagues that HIV serostatus disclosure was not significantly associated with QoL gives credence to our result [51]. Other studies, by contrast, established a statistically significant relationship between disclosure of HIV/AIDS status and quality of life [46, 52, 53]. Even though our finding was not statistically significant, the fact that disclosure improves the QoL of HIV/AIDS could be explained by the role of supportive relationships minimizing stigmatization and discrimination toward PLWHA, which consequently boosts the QoL of PLWHA. Additionally, policies and interventions aimed at reducing stigma and discrimination within communities could further amplify the positive effects of disclosure on QoL. Thus, while our study did not find a direct statistical link, the broader context suggests that disclosure may indeed contribute to improved QoL through its influence on social support and stigma reduction. Furthermore, stakeholders in AIDS prevention in Ghana should employ innovative methods such as peer support to encourage status disclosure and provide education on the provision of social and emotional support for PLWHA.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000086,"Disclosure process model: Disclosing depression or anxiety to benefit both instructors and students Chaudoir and Fisher propose the disclosure process model, which explains when and why disclosing CSIs to others may be beneficial to both the individual disclosing and the confidant [48]. The disclosure process model consists of the antecedent goals of potentially disclosing, the disclosure event, the mediating process after disclosure, and the long term outcomes after disclosing [48]. However, if instructors do not realize the potential benefits of disclosure they are unlikely to reveal their CSIs, as is the case for LGBTQ+ instructors [54, 56]. Understanding the motivation behind why an individual reveals depression or anxiety is important because the motivation for disclosure can affect the outcomes of disclosure [48, 49]. Specifically, approach-focused goals of disclosure are more likely to be associated with positive results, whereas avoidance-focused goals are associated negative outcomes. Positive outcomes for the instructor as a result of disclosure could include social support, while negative outcomes could include isolation or social stigma [48]. The fourth component of the disclosure process model, the long-term outcomes of disclosure for both the individual disclosing and confidant, as it relates to instructors revealing depression or anxiety to undergraduates, has not been studied. Within the disclosure process model, we hypothesize that instructors revealing depression or anxiety may result in individual benefits for the instructor, dyadic benefits between instructors and students, as well as a reduction in stigma surrounding mental health in S&E, all of which may be benefits that encourage disclosure. For instance, straight cisgender able-bodied white men may be more willing to reveal hidden identities as they already hold a privileged position among their peers [68], which may buffer them from any potential negative consequences of disclosure. In addition to identities, the context of CSI disclosure can also influence an individual’s decision to reveal or conceal the identity. These potential differences for disclosure, among individual (e.g., gender, race) and course demographics (e.g., enrollment size), are important to consider as we explore the prevalence of instructor role models with depression and anxiety for S&E undergraduates. For instructors who did not reveal their depression to all students, we asked whether they had considered whether students would benefit from disclosure. If yes, they responded to an open-ended question probing the potential benefits to students from instructor depression disclosure. We separated course characteristics from instructor characteristics, rather than adding all predictors to the same model, because individuals’ decisions to reveal a CSI are affected by the context in which potential disclosure occurs [80, 97]. For RQ4, we used chi-squared tests to determine whether revealing depression or anxiety to some or no undergraduates was associated with whether participants had previously considered the benefits to students from disclosure. For instructors who did not reveal their depression to all students, we asked whether they had considered whether students would benefit from disclosure. If yes, they responded to an open-ended question probing the potential benefits to students from instructor depression disclosure. We separated course characteristics from instructor characteristics, rather than adding all predictors to the same model, because individuals’ decisions to reveal a CSI are affected by the context in which potential disclosure occurs [80, 97]. For RQ4, we used chi-squared tests to determine whether revealing depression or anxiety to some or no undergraduates was associated with whether participants had previously considered the benefits to students from disclosure. Thus, the students with the most to gain from instructor disclosure may be among the least likely to be present in situations when instructors are discussing their mental health [116, 117]. While knowing someone else in their department who had revealed a similar identity was among the least commonly selected reasons for disclosure, this could be due to so few instructors revealing depression or anxiety. The disclosure process model suggests that anticipated benefits are likely to encourage disclosure [48]. Students may subsequently be more likely to talk to women instructors about their own challenges, including with mental health, creating situations where women subsequently share their identities in response to student disclosure. Indeed, individuals who reveal CSIs for the benefit of others are more likely to disclose those identities more often [48, 49], so if lecturers are more likely to recognize the student benefits of personal disclosure, they may be motivated to reveal at higher rates. While knowing someone else in their department who had revealed a similar identity was among the least commonly selected reasons for disclosure, this could be due to so few instructors revealing depression or anxiety. The disclosure process model suggests that anticipated benefits are likely to encourage disclosure [48]. Students may subsequently be more likely to talk to women instructors about their own challenges, including with mental health, creating situations where women subsequently share their identities in response to student disclosure. Indeed, individuals who reveal CSIs for the benefit of others are more likely to disclose those identities more often [48, 49], so if lecturers are more likely to recognize the student benefits of personal disclosure, they may be motivated to reveal at higher rates. Motivations for instructor mental health disclosure However, the majority of instructors who conceal their depression or anxiety do not recognize the benefits students may experience from their disclosure and are influenced by the norms in S&E to avoid mention of personal identities.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000136,"Disclosure of interpersonal traumatic experiences such as CSA is more stigmatised than violent and other traumatic incidents, for example, related to work [28]. Specifically in South Asian countries, collectivistic cultures are often linked to social integration, which could further limit the disclosure of interpersonal trauma [28]. It is worth noting that complex traumas like CSA often lead to ‘complex symptoms’ within CPTSD including low self-esteem which can discourage disclosure of abuse [32]. Despite growing literature globally, future research requires us to understand the barriers and facilitators of disclosures of CSA by adult survivors in the South Asian clinical settings. Disclosure of interpersonal traumatic experiences such as CSA is more stigmatised than violent and other traumatic incidents, for example, related to work [28]. Specifically in South Asian countries, collectivistic cultures are often linked to social integration, which could further limit the disclosure of interpersonal trauma [28]. It is worth noting that complex traumas like CSA often lead to ‘complex symptoms’ within CPTSD including low self-esteem which can discourage disclosure of abuse [32]. Despite growing literature globally, future research requires us to understand the barriers and facilitators of disclosures of CSA by adult survivors in the South Asian clinical settings.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000167,"The themes we developed from the patterns observed suggest how online learning may both enable and inhibit neurodiverse students’ syncing their communication with ongoing conversations with others, achieving intersubjectivity (shared understanding) with others, coping with frustration, and personal disclosures for building rapport with others. Because Albert appears to have low self-esteem, this can hinder his rate of self-disclosure, which tends to be low among those with low self-esteem [47], and thereby also hinder his rapport building with the mentor [48, 49]. The default user interface of Zoom appears to further preclude such rapport building via disclosure because it draws attention to the design project rather than to the other meeting participants present. This user interface also discourages visual understanding of the other participants’ surroundings which may be a source of unintentional disclosure, for example, disclosure through the items the participant has in their Zoom background [52]. The heightened focus on Albert’s project can serve to prevent intimacy building disclosures. Later in the third workshop the Zoom user interface seems to facilitate riskier disclosures by Albert. Zoom’s user interface may have facilitated this riskier disclosure. By rendering the participants’ videos smaller than the computer screen being shared, fear of ridicule due to disclosures may be lessened. Indeed, after this disclosure event, Albert displays dramatically decreased usage of the words ‘Sir’ and ‘Sorry’ implying that Albert’s level of intimacy with the mentor has increased. Because Albert appears to have low self-esteem, this can hinder his rate of self-disclosure, which tends to be low among those with low self-esteem [47], and thereby also hinder his rapport building with the mentor [48, 49]. The default user interface of Zoom appears to further preclude such rapport building via disclosure because it draws attention to the design project rather than to the other meeting participants present. This user interface also discourages visual understanding of the other participants’ surroundings which may be a source of unintentional disclosure, for example, disclosure through the items the participant has in their Zoom background [52]. The heightened focus on Albert’s project can serve to prevent intimacy building disclosures. Later in the third workshop the Zoom user interface seems to facilitate riskier disclosures by Albert. Zoom’s user interface may have facilitated this riskier disclosure. By rendering the participants’ videos smaller than the computer screen being shared, fear of ridicule due to disclosures may be lessened. Indeed, after this disclosure event, Albert displays dramatically decreased usage of the words ‘Sir’ and ‘Sorry’ implying that Albert’s level of intimacy with the mentor has increased. We saw with Albert that this may both hinder and facilitate disclosure, depending on the situation.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000168,"This was particularly the case regarding regulatory repercussions of self-disclosure, “I’m told, as a clinician, never say that you have lived or living experience to your clients” [P7]. This was particularly the case regarding regulatory repercussions of self-disclosure, “I’m told, as a clinician, never say that you have lived or living experience to your clients” [P7]. This was particularly the case regarding regulatory repercussions of self-disclosure, “I’m told, as a clinician, never say that you have lived or living experience to your clients” [P7]. Participants also pointed to the need for workforce policies to protect MHSUH providers from harm following disclosure of lived experience (including harms for ‘hidden peers’ in occupations such as nursing and medicine that are regulated by statute) [85–87] and to promote fair remuneration and career advancement opportunities for the lived experience workforce.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000178,Some participants may have omitted severe errors they observed or participated in because of the nature of such disclosures.,NA,../_papers/plos_mental_health.rds
journal.pmen.0000201,"The program provider perspective maintains the focus on costs pertinent to the implementation of an intervention and facilitates budgeting, financial planning, and technical efficiency analysis in the face of limited healthcare resources and competing interventions [18, 19].",NA,../_papers/plos_mental_health.rds
journal.pmen.0000212,"In contrast, those in the “Diverse Sexual Stigma” class, who have encountered a wider range of stigma-related stressors, may develop a broader array of maladaptive coping mechanisms including social withdrawal, sexual behavior disclosure avoidance, compartmentalization, as well as avoidant coping [11,12]. These align with previous research linking distinct stigma experiences to specific maladaptive coping response; anticipated stigma is associated with avoidant coping, while perceived stigma is linked to adoption of distancing behaviors and engagement in attack/escape avoidance coping strategies [66,67]. Understanding these stigma patterns can inform targeted interventions that promote adaptive coping and mitigate the associated psychological consequences among GBM. Vulnerabilities to distinct sexual stigma groups varied by key demographics, with younger age individuals more likely to be in the higher-than-minimal stigma classes, consistent with prior research [68]. Despite ongoing stigma against sexual minorities, improvements in legal protections, media visibility, and leadership representation in the US and other developed countries suggest a more favorable social environment for younger GBM than in the past [4,5,69]. While these improvements remain insufficient, they may encourage greater openness about sexual orientation among younger GBM, potentially increasing their exposure to sexual stigma. In contrast, older GBM, having lived through less accepting times, may exhibit lower self-disclosure.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000220,"Studies show that most HIV-positive individuals who experience high distress were newly diagnosed individuals who were exposed to multiple stressors, which include concerns of confidentiality, discrimination/stigmatization, disclosure, and fear of infecting others [19,57].",NA,../_papers/plos_mental_health.rds
journal.pmen.0000268,"Participants remarked that prior to the study, they were aware of the complexities of discussing suicide with patients, particularly because of the legal status and subsequent fear of disclosure, which contributed to a lack of suicide risk assessments.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000306,"Such themes included education and employment discrimination; mistreatment by community, family, or health workers; PWLE violence toward others or disruptive behaviors; disclosure to family members and community; stigmatizing attitudes; and coping strategies. Such themes included education and employment discrimination; mistreatment by community, family, or health workers; PWLE violence toward others or disruptive behaviors; disclosure to family members and community; stigmatizing attitudes; and coping strategies. Participants feared stigma following disclosure of one’s psychosis. These statements demonstrate anticipated negative changes in community attitudes and behaviors toward people with psychosis following disclosure. Such fear of stigmatizing behavior resulted in feelings of shame and embarrassment surrounding disclosure. As these statements demonstrate, family members of individuals with psychosis often fear secondary stigma following disclosure of their relative’s mental illness. While not explicitly stated by many participants, one caregiver described how stigma following disclosure of one’s psychosis diagnosis would “cause psychosis to get worse, therefore it’s better just to stay and don’t disclose” (CG-05). Participants feared stigma following disclosure of one’s psychosis. These statements demonstrate anticipated negative changes in community attitudes and behaviors toward people with psychosis following disclosure. Such fear of stigmatizing behavior resulted in feelings of shame and embarrassment surrounding disclosure. As these statements demonstrate, family members of individuals with psychosis often fear secondary stigma following disclosure of their relative’s mental illness. Participants feared stigma following disclosure of one’s psychosis. These statements demonstrate anticipated negative changes in community attitudes and behaviors toward people with psychosis following disclosure. Such fear of stigmatizing behavior resulted in feelings of shame and embarrassment surrounding disclosure. As these statements demonstrate, family members of individuals with psychosis often fear secondary stigma following disclosure of their relative’s mental illness. While not explicitly stated by many participants, one caregiver described how stigma following disclosure of one’s psychosis diagnosis would “cause psychosis to get worse, therefore it’s better just to stay and don’t disclose” (CG-05). While not explicitly stated by many participants, one caregiver described how stigma following disclosure of one’s psychosis diagnosis would “cause psychosis to get worse, therefore it’s better just to stay and don’t disclose” (CG-05).",NA,../_papers/plos_mental_health.rds
journal.pmen.0000334,*Fewer than 3 in the summary statistic so value has not been presented owing to risk of disclosure; *Fewer than 3 in the summary statistic so value has not been presented owing to risk of disclosure;,NA,../_papers/plos_mental_health.rds
journal.pmen.0000394,"For example, disclosure of trauma without an appropriate response can lead to re-traumatisation, or rejection by peers, family, or community members who have not processed, or are not in a position to recognise their own pain [35], where collective avoidance has enabled them to persevere, and where discussions of the pain and trauma evoke feelings of shame. For example, disclosure of trauma without an appropriate response can lead to re-traumatisation, or rejection by peers, family, or community members who have not processed, or are not in a position to recognise their own pain [35], where collective avoidance has enabled them to persevere, and where discussions of the pain and trauma evoke feelings of shame. Without careful consideration of oppressive contexts as trauma-inducing, we risk shaming individuals or communities for not always coping in ‘palatable’ ways, perpetuating cycles of violence and reinforcing fears around disclosure. Without careful consideration of oppressive contexts as trauma-inducing, we risk shaming individuals or communities for not always coping in ‘palatable’ ways, perpetuating cycles of violence and reinforcing fears around disclosure.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000396,"Disclosure concerns. Personalized stigma (a community factor) intersected with disclosure concerns (an interpersonal factor). This concern was particularly evident when discussing social interactions and general societal attitudes where participants feared that disclosure of their status could lead to social distancing or exclusion from events. This concern was particularly evident when discussing social interactions and general societal attitudes where participants feared that disclosure of their status could lead to social distancing or exclusion from events. Within a contemporary context of widespread ART availability and accessibility in India, our study shows that nearly two-thirds of APHIV screened positive for depression and/or anxiety, and over three-quarters reported externalized stigma and disclosure concerns, highlighting their unmet mental health vulnerabilities despite achievement of treatment success with high rates of viral suppression. Narratives around school discontinuation, a risk factor for CMD among youth, also centered around anticipatory and enacted stigma with examples of actual experiences of forced school exclusion due to inadvertent disclosure of HIV status. Strikingly, in our study, public attitudes, disclosure concerns, and anticipatory and enacted stigma did not necessarily translate to negative self-image among APHIV, indicating that external stigma was much more significant than internal stigma in this population. However, as found in our study and others [20,112,113], youth with HIV encounter unique challenges in school settings and work settings, including school exclusion and significant concerns around disclosure.",NA,../_papers/plos_mental_health.rds
journal.pmen.0000076,NA,"I–Phenomenon of Interest (Displacement by conflict)

I–Phenomenon of Interest (Displacement by conflict)",../_papers/plos_mental_health.rds
journal.pmen.0000076,NA,"Studies on children or young people forcibly displaced by natural disasters wereexcluded because the mental health issues may vary and the effect of conflict on mental health which \is of interest in this review will be lost.

Studies on children or young people forcibly displaced by natural disasters wereexcluded because the mental health issues may vary and the effect of conflict on mental health which \is of interest in this review will be lost.",../_papers/plos_mental_health.rds
journal.pmen.0000076,NA,This study also extracted information concerning the mental health interventions among this population which was also a parameter of interest.,../_papers/plos_mental_health.rds
journal.pmen.0000113,NA,"I also had interests that people said, ‘that is weird.’”

I also had interests that people said, ‘that is weird.’”",../_papers/plos_mental_health.rds
journal.pmen.0000170,NA,"Children and adolescents are particularly vulnerable to the devastating mental health effects of violent conflict and persecution as they are less able to protect their interests before, during and after natural and man-made disasters [2].",../_papers/plos_mental_health.rds
journal.pmen.0000312,NA,"Participants in the control group were offered the option to participate in group music therapy after the completion of the study period. 68% of the control participants expressed interest, and 79% actually attended a music therapy group (a number had scheduling conflicts), providing confirmation of interest in group music therapy.",../_papers/plos_mental_health.rds
journal.pmen.0000385,NA,"This has sparked a renewed interest among mental health professionals and conflict trauma scholars in researching the concept of CTS over the last two decades [45,48,49], and more recently in light of the active wars in Ukraine and Palestine [63,64].

This has sparked a renewed interest among mental health professionals and conflict trauma scholars in researching the concept of CTS over the last two decades [45,48,49], and more recently in light of the active wars in Ukraine and Palestine [63,64].",../_papers/plos_mental_health.rds
journal.pntd.0004226,NA,Other enzymes in the detoxification pathway may be of interest in the study of vector competence variability.,../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0004339,NA,"These compounds are known to inhibit IMPDHs in a competitive manner by interfering with the IMP binding site [18]; and therefore, it is of considerable interest that these compounds also share the same binding site on TbGMPR.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0007686,NA,"The 860 bp barcode region of the cytochrome c oxidase subunit 1 (COI) gene was amplified using published primers [26] and outsourced to Macrogen (Seoul, Republic of Korea) for Sanger sequencing (unidirectional sequencing–forward strand).

From the vector competence experiment, mosquitoes with DENV-2 positive bodies were considered susceptible to DENV-2 infection while those with a negative body were considered non-susceptible.",../_papers/plos_neglected_tropical_diseases.rds
journal.pone.0212069,"Disclosure (e.g., How much did you feel you disclosed to your game partner?). The ICG was first used in college undergraduate students to study self-disclosure and relationship building among randomly paired strangers. This evaluation was comprised of 12 items from four subscales (all Cronbach’s α > .63): Emotional experience (e.g., How much did you enjoy the sharing game?), Engagement (How much do you feel you influenced the interaction?), Quality (e.g., How much did you consider the interaction to be smooth and natural?), and Disclosure (e.g., How much did you feel you disclosed to your game partner?). The ICG was first used in college undergraduate students to study self-disclosure and relationship building among randomly paired strangers. This evaluation was comprised of 12 items from four subscales (all Cronbach’s α > .63): Emotional experience (e.g., How much did you enjoy the sharing game?), Engagement (How much do you feel you influenced the interaction?), Quality (e.g., How much did you consider the interaction to be smooth and natural?), and Disclosure (e.g., How much did you feel you disclosed to your game partner?). Although the groups did not differ in their ratings of the level of disclosure, engagement, or quality of the interaction (all ps > .82, all ds < .07), the SZ group reported significantly less positive emotional experience, t(44) = 2.48, p = .017, d = .75, 95% CI [-.28, 1.76]. This indicates that despite having similar evaluations regarding their partner’s amount of disclosure and level of engagement, as well as the overall quality of the interaction, the SZ group differed in their subjective emotional experience. Note: PE = positive emotion; NE = negative emotion; Eval-Emo Exper = Emotional Experience subscale of the Interaction Evaluation; Eval-Engagement = Engagement subscale of the Interaction Evaluation; Eval-Disclosure = Disclosure subscale of the Interaction Evaluation; Eval-Quality = Quality subscale of the Interaction Evaluation; Social Anhedonia = Revised Social Anhedonia Scale; Reality Distortion = psychotic symptom factor; Disorganization = disorganized symptom factor; Diminish Express = Diminished Expression/Inexpressivity symptom factor; Avolition-Apathy = asociality, avoltion, and anhedonia symptom factor Although the groups did not differ in their ratings of the level of disclosure, engagement, or quality of the interaction (all ps > .82, all ds < .07), the SZ group reported significantly less positive emotional experience, t(44) = 2.48, p = .017, d = .75, 95% CI [-.28, 1.76]. This indicates that despite having similar evaluations regarding their partner’s amount of disclosure and level of engagement, as well as the overall quality of the interaction, the SZ group differed in their subjective emotional experience. Note: PE = positive emotion; NE = negative emotion; Eval-Emo Exper = Emotional Experience subscale of the Interaction Evaluation; Eval-Engagement = Engagement subscale of the Interaction Evaluation; Eval-Disclosure = Disclosure subscale of the Interaction Evaluation; Eval-Quality = Quality subscale of the Interaction Evaluation; Social Anhedonia = Revised Social Anhedonia Scale; Reality Distortion = psychotic symptom factor; Disorganization = disorganized symptom factor; Diminish Express = Diminished Expression/Inexpressivity symptom factor; Avolition-Apathy = asociality, avoltion, and anhedonia symptom factor Despite a lack of differences in predicted or experienced positive emotion or differences in ratings of the overall quality, level of engagement, or amount of disclosure, controls reported finding the interaction to be a more positive emotional experience overall.",NA,../_papers/plos_one.rds
journal.pone.0261346,NA,"Non-participation (n = 138) was mainly due to absence from school during measurements, schedule conflicts, or lack of interest in the study, although 61 subjects did not reply to an e-mail or a phone call.

Non-participation (n = 138) was mainly due to absence from school during measurements, schedule conflicts, or lack of interest in the study, although 61 subjects did not reply to an e-mail or a phone call.",../_papers/plos_one.rds
journal.ppat.1009032,NA,"These apparently conflicting observations, however, only serve to underscore the need to confirm all NanoString nCounter data using further quantitative RT-PCR and/or western blot analysis for each gene of interest.",../_papers/plos_pathogens.rds
journal.pstr.0000011,"Subsequently, it is mainly being led by volunteer club activities or through information disclosures, such as newsletters, symposiums, and events.",NA,../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000116,"Disclosure Project (CDP) [36] or from internal reports, and financial data from the annual reports of companies. We gathered emission data from the Carbon Disclosure Project (CDP) [36] or from internal reports, and financial data from the annual reports of companies.",NA,../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000142,"However, one of the important and innovative features of the GBF is that it also sets the ‘direction of travel’ for the private sector particularly on priorities around targets and disclosure.",NA,../_papers/plos_sustainability_and_transformation.rds
